region_code,region_name,year,value,gender,nationality,age_group,notes
05113,Essen,2012,2054.0000,total,total,,F - Construction
05113,Essen,2012,1696.0000,total,total,,N - Other business services
05113,Essen,2012,62.0000,total,total,,E - Water supply
05113,Essen,2012,1007.0000,total,total,,J - Information and communication
05113,Essen,2012,456.0000,total,total,,K - Financial and insurance services
05113,Essen,2012,56.0000,total,total,,D - Energy supply
05113,Essen,2012,1477.0000,total,total,,S - Other services
05113,Essen,2012,4706.0000,total,total,,"G - Trade, vehicle maintenance"
05113,Essen,2012,1683.0000,total,total,,I - Accommodation and food services
05113,Essen,2012,1138.0000,total,total,,C - Manufacturing
05113,Essen,2012,3.0000,total,total,,B - Mining and quarrying
05113,Essen,2012,23875.0000,total,total,,"Total - all sectors (B-N, P-S)"
05113,Essen,2012,1922.0000,total,total,,L - Real estate
05113,Essen,2012,1603.0000,total,total,,Q - Health and social work
05113,Essen,2013,1103.0000,total,total,,C - Manufacturing
05113,Essen,2013,4630.0000,total,total,,"G - Trade, vehicle maintenance"
05113,Essen,2013,683.0000,total,total,,"R - Arts, entertainment, recreation"
05113,Essen,2013,1602.0000,total,total,,Q - Health and social work
05113,Essen,2013,2027.0000,total,total,,F - Construction
05113,Essen,2013,989.0000,total,total,,J - Information and communication
05113,Essen,2013,61.0000,total,total,,E - Water supply
05113,Essen,2013,460.0000,total,total,,K - Financial and insurance services
05113,Essen,2013,765.0000,total,total,,H - Transport and storage
05113,Essen,2013,1738.0000,total,total,,N - Other business services
05113,Essen,2013,23646.0000,total,total,,"Total - all sectors (B-N, P-S)"
05113,Essen,2013,1940.0000,total,total,,L - Real estate
05113,Essen,2013,483.0000,total,total,,P - Education
05113,Essen,2013,4014.0000,total,total,,"M - Professional, scientific services"
05113,Essen,2013,1650.0000,total,total,,I - Accommodation and food services
05113,Essen,2013,2.0000,total,total,,B - Mining and quarrying
05113,Essen,2013,1435.0000,total,total,,S - Other services
05113,Essen,2013,64.0000,total,total,,D - Energy supply
05113,Essen,2014,1720.0000,total,total,,I - Accommodation and food services
05113,Essen,2014,525.0000,total,total,,P - Education
05113,Essen,2014,462.0000,total,total,,K - Financial and insurance services
05113,Essen,2014,1632.0000,total,total,,Q - Health and social work
05113,Essen,2014,24110.0000,total,total,,"Total - all sectors (B-N, P-S)"
05113,Essen,2014,1998.0000,total,total,,L - Real estate
05113,Essen,2014,68.0000,total,total,,D - Energy supply
05113,Essen,2014,1001.0000,total,total,,J - Information and communication
05113,Essen,2014,760.0000,total,total,,H - Transport and storage
05113,Essen,2014,4617.0000,total,total,,"G - Trade, vehicle maintenance"
05113,Essen,2014,1090.0000,total,total,,C - Manufacturing
05113,Essen,2014,716.0000,total,total,,"R - Arts, entertainment, recreation"
05113,Essen,2014,4137.0000,total,total,,"M - Professional, scientific services"
05113,Essen,2014,1782.0000,total,total,,N - Other business services
05113,Essen,2014,3.0000,total,total,,B - Mining and quarrying
05113,Essen,2014,60.0000,total,total,,E - Water supply
05113,Essen,2014,1490.0000,total,total,,S - Other services
05113,Essen,2014,2049.0000,total,total,,F - Construction
05113,Essen,2015,3.0000,total,total,,B - Mining and quarrying
05113,Essen,2015,1663.0000,total,total,,Q - Health and social work
05113,Essen,2015,1559.0000,total,total,,S - Other services
05113,Essen,2015,710.0000,total,total,,"R - Arts, entertainment, recreation"
05113,Essen,2015,4106.0000,total,total,,"M - Professional, scientific services"
05113,Essen,2015,1783.0000,total,total,,N - Other business services
05113,Essen,2015,1072.0000,total,total,,C - Manufacturing
05113,Essen,2015,1010.0000,total,total,,J - Information and communication
05113,Essen,2015,4573.0000,total,total,,"G - Trade, vehicle maintenance"
05113,Essen,2015,773.0000,total,total,,H - Transport and storage
05113,Essen,2015,1100.0000,total,total,,L - Real estate
05113,Essen,2015,23239.0000,total,total,,"Total - all sectors (B-N, P-S)"
05113,Essen,2015,65.0000,total,total,,D - Energy supply
05113,Essen,2015,551.0000,total,total,,P - Education
05113,Essen,2015,452.0000,total,total,,K - Financial and insurance services
05113,Essen,2015,1766.0000,total,total,,I - Accommodation and food services
05113,Essen,2015,1993.0000,total,total,,F - Construction
05113,Essen,2015,60.0000,total,total,,E - Water supply
05113,Essen,2016,786.0000,total,total,,H - Transport and storage
05113,Essen,2016,464.0000,total,total,,K - Financial and insurance services
05113,Essen,2016,4121.0000,total,total,,"M - Professional, scientific services"
05113,Essen,2016,2006.0000,total,total,,F - Construction
05113,Essen,2016,60.0000,total,total,,E - Water supply
05113,Essen,2016,62.0000,total,total,,D - Energy supply
05113,Essen,2016,694.0000,total,total,,"R - Arts, entertainment, recreation"
05113,Essen,2016,23389.0000,total,total,,"Total - all sectors (B-N, P-S)"
05113,Essen,2016,1725.0000,total,total,,I - Accommodation and food services
05113,Essen,2016,3.0000,total,total,,B - Mining and quarrying
05113,Essen,2016,1600.0000,total,total,,S - Other services
05113,Essen,2016,1840.0000,total,total,,N - Other business services
05113,Essen,2016,1116.0000,total,total,,L - Real estate
05113,Essen,2016,1020.0000,total,total,,J - Information and communication
05113,Essen,2016,1063.0000,total,total,,C - Manufacturing
05113,Essen,2016,570.0000,total,total,,P - Education
05113,Essen,2016,1722.0000,total,total,,Q - Health and social work
05113,Essen,2016,4537.0000,total,total,,"G - Trade, vehicle maintenance"
05113,Essen,2017,2016.0000,total,total,,F - Construction
05113,Essen,2017,1001.0000,total,total,,J - Information and communication
05113,Essen,2017,585.0000,total,total,,P - Education
05113,Essen,2017,65.0000,total,total,,D - Energy supply
05113,Essen,2017,1064.0000,total,total,,C - Manufacturing
05113,Essen,2017,1872.0000,total,total,,N - Other business services
05113,Essen,2017,1667.0000,total,total,,S - Other services
05113,Essen,2017,61.0000,total,total,,E - Water supply
05113,Essen,2017,1744.0000,total,total,,I - Accommodation and food services
05113,Essen,2017,4.0000,total,total,,B - Mining and quarrying
05113,Essen,2017,450.0000,total,total,,K - Financial and insurance services
05113,Essen,2017,4122.0000,total,total,,"M - Professional, scientific services"
05113,Essen,2017,1736.0000,total,total,,Q - Health and social work
05113,Essen,2017,790.0000,total,total,,H - Transport and storage
05113,Essen,2017,710.0000,total,total,,"R - Arts, entertainment, recreation"
05113,Essen,2017,4542.0000,total,total,,"G - Trade, vehicle maintenance"
05113,Essen,2017,23545.0000,total,total,,"Total - all sectors (B-N, P-S)"
05113,Essen,2017,1116.0000,total,total,,L - Real estate
05113,Essen,2018,4078.0000,total,total,,"M - Professional, scientific services"
05113,Essen,2018,1736.0000,total,total,,I - Accommodation and food services
05113,Essen,2018,59.0000,total,total,,E - Water supply
05113,Essen,2018,1906.0000,total,total,,N - Other business services
05113,Essen,2018,996.0000,total,total,,J - Information and communication
05113,Essen,2018,1732.0000,total,total,,Q - Health and social work
05113,Essen,2018,71.0000,total,total,,D - Energy supply
05113,Essen,2018,23403.0000,total,total,,"Total - all sectors (B-N, P-S)"
05113,Essen,2018,1116.0000,total,total,,L - Real estate
05113,Essen,2018,1049.0000,total,total,,C - Manufacturing
05113,Essen,2018,1674.0000,total,total,,S - Other services
05113,Essen,2018,2037.0000,total,total,,F - Construction
05113,Essen,2018,732.0000,total,total,,"R - Arts, entertainment, recreation"
05113,Essen,2018,597.0000,total,total,,P - Education
05113,Essen,2018,4400.0000,total,total,,"G - Trade, vehicle maintenance"
05113,Essen,2018,424.0000,total,total,,K - Financial and insurance services
05113,Essen,2018,4.0000,total,total,,B - Mining and quarrying
05113,Essen,2018,792.0000,total,total,,H - Transport and storage
05113,Essen,2019,1721.0000,total,total,,S - Other services
05113,Essen,2019,4469.0000,total,total,,"G - Trade, vehicle maintenance"
05113,Essen,2019,1841.0000,total,total,,Q - Health and social work
05113,Essen,2019,843.0000,total,total,,H - Transport and storage
05113,Essen,2019,762.0000,total,total,,"R - Arts, entertainment, recreation"
05113,Essen,2019,62.0000,total,total,,E - Water supply
05113,Essen,2019,4.0000,total,total,,B - Mining and quarrying
05113,Essen,2019,1791.0000,total,total,,I - Accommodation and food services
05113,Essen,2019,1960.0000,total,total,,N - Other business services
05113,Essen,2019,24083.0000,total,total,,"Total - all sectors (B-N, P-S)"
05113,Essen,2019,1035.0000,total,total,,J - Information and communication
05113,Essen,2019,612.0000,total,total,,P - Education
05113,Essen,2019,1014.0000,total,total,,C - Manufacturing
05113,Essen,2019,83.0000,total,total,,D - Energy supply
05113,Essen,2019,4097.0000,total,total,,"M - Professional, scientific services"
05113,Essen,2019,2061.0000,total,total,,F - Construction
05113,Essen,2019,486.0000,total,total,,K - Financial and insurance services
05113,Essen,2019,1242.0000,total,total,,L - Real estate
05113,Essen,2020,22985.0000,total,total,,"Total - all sectors (B-N, P-S)"
05113,Essen,2020,481.0000,total,total,,K - Financial and insurance services
05113,Essen,2020,1822.0000,total,total,,N - Other business services
05113,Essen,2020,63.0000,total,total,,E - Water supply
05113,Essen,2020,4283.0000,total,total,,"G - Trade, vehicle maintenance"
05113,Essen,2020,1801.0000,total,total,,Q - Health and social work
05113,Essen,2020,564.0000,total,total,,P - Education
05113,Essen,2020,921.0000,total,total,,C - Manufacturing
05113,Essen,2020,3849.0000,total,total,,"M - Professional, scientific services"
05113,Essen,2020,967.0000,total,total,,J - Information and communication
05113,Essen,2020,1684.0000,total,total,,I - Accommodation and food services
05113,Essen,2020,2010.0000,total,total,,F - Construction
05113,Essen,2020,1548.0000,total,total,,S - Other services
05113,Essen,2020,4.0000,total,total,,B - Mining and quarrying
05113,Essen,2020,814.0000,total,total,,H - Transport and storage
05113,Essen,2020,1452.0000,total,total,,L - Real estate
05113,Essen,2020,74.0000,total,total,,D - Energy supply
05113,Essen,2020,648.0000,total,total,,"R - Arts, entertainment, recreation"
05113,Essen,2021,559.0000,total,total,,P - Education
05113,Essen,2021,1477.0000,total,total,,L - Real estate
05113,Essen,2021,68.0000,total,total,,D - Energy supply
05113,Essen,2021,22860.0000,total,total,,"Total - all sectors (B-N, P-S)"
05113,Essen,2021,967.0000,total,total,,J - Information and communication
05113,Essen,2021,910.0000,total,total,,C - Manufacturing
05113,Essen,2021,4182.0000,total,total,,"G - Trade, vehicle maintenance"
05113,Essen,2021,1636.0000,total,total,,I - Accommodation and food services
05113,Essen,2021,1488.0000,total,total,,S - Other services
05113,Essen,2021,3854.0000,total,total,,"M - Professional, scientific services"
05113,Essen,2021,64.0000,total,total,,E - Water supply
05113,Essen,2021,5.0000,total,total,,B - Mining and quarrying
05113,Essen,2021,623.0000,total,total,,"R - Arts, entertainment, recreation"
05113,Essen,2021,2035.0000,total,total,,F - Construction
05113,Essen,2021,791.0000,total,total,,H - Transport and storage
05113,Essen,2021,473.0000,total,total,,K - Financial and insurance services
05113,Essen,2021,1909.0000,total,total,,Q - Health and social work
05113,Essen,2021,1819.0000,total,total,,N - Other business services
05113,Essen,2022,1864.0000,total,total,,N - Other business services
05113,Essen,2022,1015.0000,total,total,,J - Information and communication
05113,Essen,2022,798.0000,total,total,,H - Transport and storage
05113,Essen,2022,665.0000,total,total,,"R - Arts, entertainment, recreation"
05113,Essen,2022,882.0000,total,total,,C - Manufacturing
05113,Essen,2022,23155.0000,total,total,,"Total - all sectors (B-N, P-S)"
05113,Essen,2022,1641.0000,total,total,,I - Accommodation and food services
05113,Essen,2022,5.0000,total,total,,B - Mining and quarrying
05113,Essen,2022,4171.0000,total,total,,"G - Trade, vehicle maintenance"
05113,Essen,2022,64.0000,total,total,,E - Water supply
05113,Essen,2022,3873.0000,total,total,,"M - Professional, scientific services"
05113,Essen,2022,1954.0000,total,total,,Q - Health and social work
05113,Essen,2022,476.0000,total,total,,K - Financial and insurance services
05113,Essen,2022,1577.0000,total,total,,S - Other services
05113,Essen,2022,1437.0000,total,total,,L - Real estate
05113,Essen,2022,81.0000,total,total,,D - Energy supply
05113,Essen,2022,607.0000,total,total,,P - Education
05113,Essen,2022,2045.0000,total,total,,F - Construction
05113,Essen,2023,4149.0000,total,total,,"G - Trade, vehicle maintenance"
05113,Essen,2023,1455.0000,total,total,,L - Real estate
05113,Essen,2023,23356.0000,total,total,,"Total - all sectors (B-N, P-S)"
05113,Essen,2023,1049.0000,total,total,,J - Information and communication
05113,Essen,2023,3843.0000,total,total,,"M - Professional, scientific services"
05113,Essen,2023,1652.0000,total,total,,I - Accommodation and food services
05113,Essen,2023,1953.0000,total,total,,N - Other business services
05113,Essen,2023,808.0000,total,total,,H - Transport and storage
05113,Essen,2023,602.0000,total,total,,P - Education
05113,Essen,2023,1944.0000,total,total,,Q - Health and social work
05113,Essen,2023,681.0000,total,total,,"R - Arts, entertainment, recreation"
05113,Essen,2023,2057.0000,total,total,,F - Construction
05113,Essen,2023,1643.0000,total,total,,S - Other services
05113,Essen,2023,66.0000,total,total,,E - Water supply
05113,Essen,2023,103.0000,total,total,,D - Energy supply
05113,Essen,2023,856.0000,total,total,,C - Manufacturing
05113,Essen,2023,4.0000,total,total,,B - Mining and quarrying
05113,Essen,2023,491.0000,total,total,,K - Financial and insurance services
05513,Münster,2006,8349.0000,total,total,,"Total - all sectors (B-N, P-S)"
05513,Münster,2006,587.0000,total,total,,L - Real estate
05513,Münster,2006,1.0000,total,total,,B - Mining and quarrying
05513,Münster,2006,282.0000,total,total,,"R - Arts, entertainment, recreation"
05513,Münster,2006,24.0000,total,total,,E - Water supply
05513,Münster,2006,11.0000,total,total,,D - Energy supply
05513,Münster,2006,1977.0000,total,total,,"G - Trade, vehicle maintenance"
05513,Münster,2006,624.0000,total,total,,Q - Health and social work
05513,Münster,2006,425.0000,total,total,,N - Other business services
05513,Münster,2006,240.0000,total,total,,J - Information and communication
05513,Münster,2006,856.0000,total,total,,I - Accommodation and food services
05513,Münster,2006,763.0000,total,total,,F - Construction
05513,Münster,2006,635.0000,total,total,,S - Other services
05513,Münster,2006,171.0000,total,total,,P - Education
05513,Münster,2006,277.0000,total,total,,H - Transport and storage
05513,Münster,2006,453.0000,total,total,,C - Manufacturing
05513,Münster,2006,134.0000,total,total,,K - Financial and insurance services
05513,Münster,2006,889.0000,total,total,,"M - Professional, scientific services"
05513,Münster,2007,144.0000,total,total,,P - Education
05513,Münster,2007,780.0000,total,total,,F - Construction
05513,Münster,2007,263.0000,total,total,,"R - Arts, entertainment, recreation"
05513,Münster,2007,888.0000,total,total,,"M - Professional, scientific services"
05513,Münster,2007,851.0000,total,total,,I - Accommodation and food services
05513,Münster,2007,616.0000,total,total,,S - Other services
05513,Münster,2007,263.0000,total,total,,J - Information and communication
05513,Münster,2007,156.0000,total,total,,K - Financial and insurance services
05513,Münster,2007,456.0000,total,total,,C - Manufacturing
05513,Münster,2007,1.0000,total,total,,B - Mining and quarrying
05513,Münster,2007,437.0000,total,total,,N - Other business services
05513,Münster,2007,8373.0000,total,total,,"Total - all sectors (B-N, P-S)"
05513,Münster,2007,272.0000,total,total,,H - Transport and storage
05513,Münster,2007,633.0000,total,total,,Q - Health and social work
05513,Münster,2007,1977.0000,total,total,,"G - Trade, vehicle maintenance"
05513,Münster,2007,13.0000,total,total,,D - Energy supply
05513,Münster,2007,22.0000,total,total,,E - Water supply
05513,Münster,2007,601.0000,total,total,,L - Real estate
05513,Münster,2008,458.0000,total,total,,C - Manufacturing
05513,Münster,2008,12.0000,total,total,,D - Energy supply
05513,Münster,2008,143.0000,total,total,,P - Education
05513,Münster,2008,811.0000,total,total,,I - Accommodation and food services
05513,Münster,2008,23.0000,total,total,,E - Water supply
05513,Münster,2008,598.0000,total,total,,L - Real estate
05513,Münster,2008,276.0000,total,total,,H - Transport and storage
05513,Münster,2008,443.0000,total,total,,N - Other business services
05513,Münster,2008,156.0000,total,total,,K - Financial and insurance services
05513,Münster,2008,574.0000,total,total,,S - Other services
05513,Münster,2008,261.0000,total,total,,J - Information and communication
05513,Münster,2008,256.0000,total,total,,"R - Arts, entertainment, recreation"
05513,Münster,2008,620.0000,total,total,,Q - Health and social work
05513,Münster,2008,899.0000,total,total,,"M - Professional, scientific services"
05513,Münster,2008,772.0000,total,total,,F - Construction
05513,Münster,2008,1960.0000,total,total,,"G - Trade, vehicle maintenance"
05513,Münster,2008,1.0000,total,total,,B - Mining and quarrying
05513,Münster,2008,8263.0000,total,total,,"Total - all sectors (B-N, P-S)"
05513,Münster,2009,452.0000,total,total,,N - Other business services
05513,Münster,2009,134.0000,total,total,,P - Education
05513,Münster,2009,25.0000,total,total,,E - Water supply
05513,Münster,2009,468.0000,total,total,,C - Manufacturing
05513,Münster,2009,622.0000,total,total,,Q - Health and social work
05513,Münster,2009,806.0000,total,total,,F - Construction
05513,Münster,2009,2.0000,total,total,,B - Mining and quarrying
05513,Münster,2009,933.0000,total,total,,"M - Professional, scientific services"
05513,Münster,2009,1900.0000,total,total,,"G - Trade, vehicle maintenance"
05513,Münster,2009,257.0000,total,total,,"R - Arts, entertainment, recreation"
05513,Münster,2009,269.0000,total,total,,H - Transport and storage
05513,Münster,2009,625.0000,total,total,,L - Real estate
05513,Münster,2009,8198.0000,total,total,,"Total - all sectors (B-N, P-S)"
05513,Münster,2009,750.0000,total,total,,I - Accommodation and food services
05513,Münster,2009,564.0000,total,total,,S - Other services
05513,Münster,2009,150.0000,total,total,,K - Financial and insurance services
05513,Münster,2009,227.0000,total,total,,J - Information and communication
05513,Münster,2009,14.0000,total,total,,D - Energy supply
05513,Münster,2010,279.0000,total,total,,H - Transport and storage
05513,Münster,2010,766.0000,total,total,,I - Accommodation and food services
05513,Münster,2010,632.0000,total,total,,L - Real estate
05513,Münster,2010,139.0000,total,total,,P - Education
05513,Münster,2010,8283.0000,total,total,,"Total - all sectors (B-N, P-S)"
05513,Münster,2010,221.0000,total,total,,J - Information and communication
05513,Münster,2010,19.0000,total,total,,D - Energy supply
05513,Münster,2010,26.0000,total,total,,E - Water supply
05513,Münster,2010,470.0000,total,total,,C - Manufacturing
05513,Münster,2010,150.0000,total,total,,K - Financial and insurance services
05513,Münster,2010,472.0000,total,total,,N - Other business services
05513,Münster,2010,246.0000,total,total,,"R - Arts, entertainment, recreation"
05513,Münster,2010,623.0000,total,total,,Q - Health and social work
05513,Münster,2010,571.0000,total,total,,S - Other services
05513,Münster,2010,1927.0000,total,total,,"G - Trade, vehicle maintenance"
05513,Münster,2010,826.0000,total,total,,F - Construction
05513,Münster,2010,913.0000,total,total,,"M - Professional, scientific services"
05513,Münster,2010,3.0000,total,total,,B - Mining and quarrying
05513,Münster,2011,244.0000,total,total,,"R - Arts, entertainment, recreation"
05513,Münster,2011,1861.0000,total,total,,"G - Trade, vehicle maintenance"
05513,Münster,2011,27.0000,total,total,,E - Water supply
05513,Münster,2011,460.0000,total,total,,C - Manufacturing
05513,Münster,2011,18.0000,total,total,,D - Energy supply
05513,Münster,2011,480.0000,total,total,,N - Other business services
05513,Münster,2011,156.0000,total,total,,K - Financial and insurance services
05513,Münster,2011,3.0000,total,total,,B - Mining and quarrying
05513,Münster,2011,908.0000,total,total,,"M - Professional, scientific services"
05513,Münster,2011,126.0000,total,total,,P - Education
05513,Münster,2011,716.0000,total,total,,I - Accommodation and food services
05513,Münster,2011,628.0000,total,total,,Q - Health and social work
05513,Münster,2011,579.0000,total,total,,S - Other services
05513,Münster,2011,292.0000,total,total,,H - Transport and storage
05513,Münster,2011,8128.0000,total,total,,"Total - all sectors (B-N, P-S)"
05513,Münster,2011,647.0000,total,total,,L - Real estate
05513,Münster,2011,207.0000,total,total,,J - Information and communication
05513,Münster,2011,776.0000,total,total,,F - Construction
05513,Münster,2012,207.0000,total,total,,J - Information and communication
05513,Münster,2012,774.0000,total,total,,F - Construction
05513,Münster,2012,441.0000,total,total,,C - Manufacturing
05513,Münster,2012,244.0000,total,total,,"R - Arts, entertainment, recreation"
05513,Münster,2012,1782.0000,total,total,,"G - Trade, vehicle maintenance"
05513,Münster,2012,27.0000,total,total,,E - Water supply
05513,Münster,2012,127.0000,total,total,,P - Education
05513,Münster,2012,23.0000,total,total,,D - Energy supply
05513,Münster,2012,675.0000,total,total,,I - Accommodation and food services
05513,Münster,2012,936.0000,total,total,,"M - Professional, scientific services"
05513,Münster,2012,501.0000,total,total,,N - Other business services
05513,Münster,2012,7986.0000,total,total,,"Total - all sectors (B-N, P-S)"
05513,Münster,2012,278.0000,total,total,,H - Transport and storage
05513,Münster,2012,636.0000,total,total,,Q - Health and social work
05513,Münster,2012,541.0000,total,total,,S - Other services
05513,Münster,2012,152.0000,total,total,,K - Financial and insurance services
05513,Münster,2012,2.0000,total,total,,B - Mining and quarrying
05513,Münster,2012,640.0000,total,total,,L - Real estate
05513,Münster,2013,233.0000,total,total,,"R - Arts, entertainment, recreation"
05513,Münster,2013,270.0000,total,total,,H - Transport and storage
05513,Münster,2013,132.0000,total,total,,P - Education
05513,Münster,2013,1728.0000,total,total,,"G - Trade, vehicle maintenance"
05513,Münster,2013,934.0000,total,total,,"M - Professional, scientific services"
05513,Münster,2013,3.0000,total,total,,B - Mining and quarrying
05513,Münster,2013,767.0000,total,total,,F - Construction
05513,Münster,2013,653.0000,total,total,,I - Accommodation and food services
05513,Münster,2013,626.0000,total,total,,Q - Health and social work
05513,Münster,2013,150.0000,total,total,,K - Financial and insurance services
05513,Münster,2013,202.0000,total,total,,J - Information and communication
05513,Münster,2013,533.0000,total,total,,S - Other services
05513,Münster,2013,524.0000,total,total,,N - Other business services
05513,Münster,2013,27.0000,total,total,,E - Water supply
05513,Münster,2013,427.0000,total,total,,C - Manufacturing
05513,Münster,2013,24.0000,total,total,,D - Energy supply
05513,Münster,2013,649.0000,total,total,,L - Real estate
05513,Münster,2013,7882.0000,total,total,,"Total - all sectors (B-N, P-S)"
05513,Münster,2014,553.0000,total,total,,S - Other services
05513,Münster,2014,24.0000,total,total,,E - Water supply
05513,Münster,2014,790.0000,total,total,,F - Construction
05513,Münster,2014,968.0000,total,total,,"M - Professional, scientific services"
05513,Münster,2014,3.0000,total,total,,B - Mining and quarrying
05513,Münster,2014,132.0000,total,total,,P - Education
05513,Münster,2014,25.0000,total,total,,D - Energy supply
05513,Münster,2014,271.0000,total,total,,H - Transport and storage
05513,Münster,2014,432.0000,total,total,,C - Manufacturing
05513,Münster,2014,680.0000,total,total,,I - Accommodation and food services
05513,Münster,2014,159.0000,total,total,,K - Financial and insurance services
05513,Münster,2014,8058.0000,total,total,,"Total - all sectors (B-N, P-S)"
05513,Münster,2014,622.0000,total,total,,Q - Health and social work
05513,Münster,2014,642.0000,total,total,,L - Real estate
05513,Münster,2014,1749.0000,total,total,,"G - Trade, vehicle maintenance"
05513,Münster,2014,186.0000,total,total,,J - Information and communication
05513,Münster,2014,569.0000,total,total,,N - Other business services
05513,Münster,2014,253.0000,total,total,,"R - Arts, entertainment, recreation"
05513,Münster,2015,413.0000,total,total,,C - Manufacturing
05513,Münster,2015,346.0000,total,total,,L - Real estate
05513,Münster,2015,793.0000,total,total,,F - Construction
05513,Münster,2015,269.0000,total,total,,H - Transport and storage
05513,Münster,2015,26.0000,total,total,,E - Water supply
05513,Münster,2015,7684.0000,total,total,,"Total - all sectors (B-N, P-S)"
05513,Münster,2015,261.0000,total,total,,"R - Arts, entertainment, recreation"
05513,Münster,2015,568.0000,total,total,,S - Other services
05513,Münster,2015,1712.0000,total,total,,"G - Trade, vehicle maintenance"
05513,Münster,2015,3.0000,total,total,,B - Mining and quarrying
05513,Münster,2015,950.0000,total,total,,"M - Professional, scientific services"
05513,Münster,2015,133.0000,total,total,,P - Education
05513,Münster,2015,155.0000,total,total,,K - Financial and insurance services
05513,Münster,2015,566.0000,total,total,,N - Other business services
05513,Münster,2015,615.0000,total,total,,Q - Health and social work
05513,Münster,2015,33.0000,total,total,,D - Energy supply
05513,Münster,2015,658.0000,total,total,,I - Accommodation and food services
05513,Münster,2015,183.0000,total,total,,J - Information and communication
05513,Münster,2016,583.0000,total,total,,N - Other business services
05513,Münster,2016,629.0000,total,total,,Q - Health and social work
05513,Münster,2016,163.0000,total,total,,K - Financial and insurance services
05513,Münster,2016,4.0000,total,total,,B - Mining and quarrying
05513,Münster,2016,661.0000,total,total,,I - Accommodation and food services
05513,Münster,2016,1710.0000,total,total,,"G - Trade, vehicle maintenance"
05513,Münster,2016,27.0000,total,total,,E - Water supply
05513,Münster,2016,273.0000,total,total,,H - Transport and storage
05513,Münster,2016,254.0000,total,total,,"R - Arts, entertainment, recreation"
05513,Münster,2016,562.0000,total,total,,S - Other services
05513,Münster,2016,412.0000,total,total,,C - Manufacturing
05513,Münster,2016,33.0000,total,total,,D - Energy supply
05513,Münster,2016,7735.0000,total,total,,"Total - all sectors (B-N, P-S)"
05513,Münster,2016,134.0000,total,total,,P - Education
05513,Münster,2016,180.0000,total,total,,J - Information and communication
05513,Münster,2016,355.0000,total,total,,L - Real estate
05513,Münster,2016,812.0000,total,total,,F - Construction
05513,Münster,2016,943.0000,total,total,,"M - Professional, scientific services"
05513,Münster,2017,656.0000,total,total,,I - Accommodation and food services
05513,Münster,2017,851.0000,total,total,,F - Construction
05513,Münster,2017,150.0000,total,total,,K - Financial and insurance services
05513,Münster,2017,24.0000,total,total,,E - Water supply
05513,Münster,2017,959.0000,total,total,,"M - Professional, scientific services"
05513,Münster,2017,7828.0000,total,total,,"Total - all sectors (B-N, P-S)"
05513,Münster,2017,393.0000,total,total,,C - Manufacturing
05513,Münster,2017,277.0000,total,total,,H - Transport and storage
05513,Münster,2017,352.0000,total,total,,L - Real estate
05513,Münster,2017,248.0000,total,total,,"R - Arts, entertainment, recreation"
05513,Münster,2017,33.0000,total,total,,D - Energy supply
05513,Münster,2017,142.0000,total,total,,P - Education
05513,Münster,2017,649.0000,total,total,,Q - Health and social work
05513,Münster,2017,1733.0000,total,total,,"G - Trade, vehicle maintenance"
05513,Münster,2017,176.0000,total,total,,J - Information and communication
05513,Münster,2017,618.0000,total,total,,N - Other business services
05513,Münster,2017,4.0000,total,total,,B - Mining and quarrying
05513,Münster,2017,563.0000,total,total,,S - Other services
05513,Münster,2018,27.0000,total,total,,E - Water supply
05513,Münster,2018,1693.0000,total,total,,"G - Trade, vehicle maintenance"
05513,Münster,2018,298.0000,total,total,,H - Transport and storage
05513,Münster,2018,343.0000,total,total,,L - Real estate
05513,Münster,2018,247.0000,total,total,,"R - Arts, entertainment, recreation"
05513,Münster,2018,176.0000,total,total,,J - Information and communication
05513,Münster,2018,147.0000,total,total,,K - Financial and insurance services
05513,Münster,2018,3.0000,total,total,,B - Mining and quarrying
05513,Münster,2018,632.0000,total,total,,N - Other business services
05513,Münster,2018,571.0000,total,total,,S - Other services
05513,Münster,2018,366.0000,total,total,,C - Manufacturing
05513,Münster,2018,151.0000,total,total,,P - Education
05513,Münster,2018,34.0000,total,total,,D - Energy supply
05513,Münster,2018,636.0000,total,total,,Q - Health and social work
05513,Münster,2018,951.0000,total,total,,"M - Professional, scientific services"
05513,Münster,2018,843.0000,total,total,,F - Construction
05513,Münster,2018,7769.0000,total,total,,"Total - all sectors (B-N, P-S)"
05513,Münster,2018,651.0000,total,total,,I - Accommodation and food services
05513,Münster,2019,7958.0000,total,total,,"Total - all sectors (B-N, P-S)"
05513,Münster,2019,1700.0000,total,total,,"G - Trade, vehicle maintenance"
05513,Münster,2019,177.0000,total,total,,J - Information and communication
05513,Münster,2019,155.0000,total,total,,P - Education
05513,Münster,2019,276.0000,total,total,,"R - Arts, entertainment, recreation"
05513,Münster,2019,3.0000,total,total,,B - Mining and quarrying
05513,Münster,2019,23.0000,total,total,,E - Water supply
05513,Münster,2019,684.0000,total,total,,Q - Health and social work
05513,Münster,2019,399.0000,total,total,,L - Real estate
05513,Münster,2019,662.0000,total,total,,I - Accommodation and food services
05513,Münster,2019,623.0000,total,total,,N - Other business services
05513,Münster,2019,317.0000,total,total,,H - Transport and storage
05513,Münster,2019,846.0000,total,total,,F - Construction
05513,Münster,2019,960.0000,total,total,,"M - Professional, scientific services"
