region_code,region_name,year,value,gender,nationality,age_group,notes
05112,Duisburg,2010,1704.0000,total,total,,"M - Professional, scientific services"
05112,Duisburg,2010,15767.0000,total,total,,"Total - all sectors (B-N, P-S)"
05112,Duisburg,2010,3562.0000,total,total,,"G - Trade, vehicle maintenance"
05112,Duisburg,2010,1548.0000,total,total,,F - Construction
05112,Duisburg,2010,1103.0000,total,total,,S - Other services
05112,Duisburg,2010,277.0000,total,total,,K - Financial and insurance services
05112,Duisburg,2010,539.0000,total,total,,J - Information and communication
05112,Duisburg,2010,6.0000,total,total,,B - Mining and quarrying
05112,Duisburg,2010,911.0000,total,total,,L - Real estate
05112,Duisburg,2010,1059.0000,total,total,,Q - Health and social work
05112,Duisburg,2010,21.0000,total,total,,D - Energy supply
05112,Duisburg,2011,1559.0000,total,total,,F - Construction
05112,Duisburg,2011,895.0000,total,total,,H - Transport and storage
05112,Duisburg,2011,325.0000,total,total,,P - Education
05112,Duisburg,2011,1013.0000,total,total,,N - Other business services
05112,Duisburg,2011,871.0000,total,total,,C - Manufacturing
05112,Duisburg,2011,1057.0000,total,total,,Q - Health and social work
05112,Duisburg,2011,1420.0000,total,total,,I - Accommodation and food services
05112,Duisburg,2011,46.0000,total,total,,E - Water supply
05112,Duisburg,2011,1071.0000,total,total,,S - Other services
05112,Duisburg,2011,281.0000,total,total,,K - Financial and insurance services
05112,Duisburg,2011,1706.0000,total,total,,"M - Professional, scientific services"
05112,Duisburg,2011,5.0000,total,total,,B - Mining and quarrying
05112,Duisburg,2011,461.0000,total,total,,"R - Arts, entertainment, recreation"
05112,Duisburg,2011,3487.0000,total,total,,"G - Trade, vehicle maintenance"
05112,Duisburg,2011,926.0000,total,total,,L - Real estate
05112,Duisburg,2011,515.0000,total,total,,J - Information and communication
05112,Duisburg,2011,19.0000,total,total,,D - Energy supply
05112,Duisburg,2011,15657.0000,total,total,,"Total - all sectors (B-N, P-S)"
05112,Duisburg,2012,22.0000,total,total,,D - Energy supply
05112,Duisburg,2012,958.0000,total,total,,L - Real estate
05112,Duisburg,2012,15608.0000,total,total,,"Total - all sectors (B-N, P-S)"
05112,Duisburg,2012,6.0000,total,total,,B - Mining and quarrying
05112,Duisburg,2012,331.0000,total,total,,P - Education
05112,Duisburg,2012,1577.0000,total,total,,F - Construction
05112,Duisburg,2012,1388.0000,total,total,,I - Accommodation and food services
05112,Duisburg,2012,859.0000,total,total,,H - Transport and storage
05112,Duisburg,2012,1061.0000,total,total,,Q - Health and social work
05112,Duisburg,2012,850.0000,total,total,,C - Manufacturing
05112,Duisburg,2012,262.0000,total,total,,K - Financial and insurance services
05112,Duisburg,2012,494.0000,total,total,,J - Information and communication
05112,Duisburg,2012,469.0000,total,total,,"R - Arts, entertainment, recreation"
05112,Duisburg,2012,1087.0000,total,total,,S - Other services
05112,Duisburg,2012,1024.0000,total,total,,N - Other business services
05112,Duisburg,2012,3461.0000,total,total,,"G - Trade, vehicle maintenance"
05112,Duisburg,2012,50.0000,total,total,,E - Water supply
05112,Duisburg,2012,1709.0000,total,total,,"M - Professional, scientific services"
05112,Duisburg,2013,1066.0000,total,total,,Q - Health and social work
05112,Duisburg,2013,1019.0000,total,total,,N - Other business services
05112,Duisburg,2013,257.0000,total,total,,K - Financial and insurance services
05112,Duisburg,2013,3352.0000,total,total,,"G - Trade, vehicle maintenance"
05112,Duisburg,2013,1020.0000,total,total,,S - Other services
05112,Duisburg,2013,847.0000,total,total,,C - Manufacturing
05112,Duisburg,2013,841.0000,total,total,,H - Transport and storage
05112,Duisburg,2013,957.0000,total,total,,L - Real estate
05112,Duisburg,2013,15315.0000,total,total,,"Total - all sectors (B-N, P-S)"
05112,Duisburg,2013,1571.0000,total,total,,F - Construction
05112,Duisburg,2013,463.0000,total,total,,"R - Arts, entertainment, recreation"
05112,Duisburg,2013,489.0000,total,total,,J - Information and communication
05112,Duisburg,2013,5.0000,total,total,,B - Mining and quarrying
05112,Duisburg,2013,1704.0000,total,total,,"M - Professional, scientific services"
05112,Duisburg,2013,316.0000,total,total,,P - Education
05112,Duisburg,2013,23.0000,total,total,,D - Energy supply
05112,Duisburg,2013,1333.0000,total,total,,I - Accommodation and food services
05112,Duisburg,2013,52.0000,total,total,,E - Water supply
05112,Duisburg,2014,1058.0000,total,total,,N - Other business services
05112,Duisburg,2014,1028.0000,total,total,,S - Other services
05112,Duisburg,2014,1100.0000,total,total,,Q - Health and social work
05112,Duisburg,2014,1751.0000,total,total,,"M - Professional, scientific services"
05112,Duisburg,2014,486.0000,total,total,,J - Information and communication
05112,Duisburg,2014,4.0000,total,total,,B - Mining and quarrying
05112,Duisburg,2014,3402.0000,total,total,,"G - Trade, vehicle maintenance"
05112,Duisburg,2014,1386.0000,total,total,,I - Accommodation and food services
05112,Duisburg,2014,319.0000,total,total,,P - Education
05112,Duisburg,2014,31.0000,total,total,,D - Energy supply
05112,Duisburg,2014,1006.0000,total,total,,L - Real estate
05112,Duisburg,2014,482.0000,total,total,,"R - Arts, entertainment, recreation"
05112,Duisburg,2014,864.0000,total,total,,H - Transport and storage
05112,Duisburg,2014,15670.0000,total,total,,"Total - all sectors (B-N, P-S)"
05112,Duisburg,2014,1609.0000,total,total,,F - Construction
05112,Duisburg,2014,260.0000,total,total,,K - Financial and insurance services
05112,Duisburg,2014,830.0000,total,total,,C - Manufacturing
05112,Duisburg,2014,54.0000,total,total,,E - Water supply
05112,Duisburg,2015,57.0000,total,total,,E - Water supply
05112,Duisburg,2015,580.0000,total,total,,L - Real estate
05112,Duisburg,2015,3.0000,total,total,,B - Mining and quarrying
05112,Duisburg,2015,1404.0000,total,total,,I - Accommodation and food services
05112,Duisburg,2015,1608.0000,total,total,,F - Construction
05112,Duisburg,2015,868.0000,total,total,,H - Transport and storage
05112,Duisburg,2015,1704.0000,total,total,,"M - Professional, scientific services"
05112,Duisburg,2015,1108.0000,total,total,,Q - Health and social work
05112,Duisburg,2015,803.0000,total,total,,C - Manufacturing
05112,Duisburg,2015,1034.0000,total,total,,S - Other services
05112,Duisburg,2015,474.0000,total,total,,J - Information and communication
05112,Duisburg,2015,3330.0000,total,total,,"G - Trade, vehicle maintenance"
05112,Duisburg,2015,1071.0000,total,total,,N - Other business services
05112,Duisburg,2015,248.0000,total,total,,K - Financial and insurance services
05112,Duisburg,2015,493.0000,total,total,,"R - Arts, entertainment, recreation"
05112,Duisburg,2015,33.0000,total,total,,D - Energy supply
05112,Duisburg,2015,324.0000,total,total,,P - Education
05112,Duisburg,2015,15142.0000,total,total,,"Total - all sectors (B-N, P-S)"
05112,Duisburg,2016,1730.0000,total,total,,"M - Professional, scientific services"
05112,Duisburg,2016,1005.0000,total,total,,S - Other services
05112,Duisburg,2016,1422.0000,total,total,,I - Accommodation and food services
05112,Duisburg,2016,255.0000,total,total,,K - Financial and insurance services
05112,Duisburg,2016,881.0000,total,total,,H - Transport and storage
05112,Duisburg,2016,498.0000,total,total,,"R - Arts, entertainment, recreation"
05112,Duisburg,2016,599.0000,total,total,,L - Real estate
05112,Duisburg,2016,15271.0000,total,total,,"Total - all sectors (B-N, P-S)"
05112,Duisburg,2016,3299.0000,total,total,,"G - Trade, vehicle maintenance"
05112,Duisburg,2016,1632.0000,total,total,,F - Construction
05112,Duisburg,2016,4.0000,total,total,,B - Mining and quarrying
05112,Duisburg,2016,1139.0000,total,total,,Q - Health and social work
05112,Duisburg,2016,475.0000,total,total,,J - Information and communication
05112,Duisburg,2016,61.0000,total,total,,E - Water supply
05112,Duisburg,2016,1111.0000,total,total,,N - Other business services
05112,Duisburg,2016,791.0000,total,total,,C - Manufacturing
05112,Duisburg,2016,38.0000,total,total,,D - Energy supply
05112,Duisburg,2016,331.0000,total,total,,P - Education
05112,Duisburg,2017,473.0000,total,total,,J - Information and communication
05112,Duisburg,2017,256.0000,total,total,,K - Financial and insurance services
05112,Duisburg,2017,1128.0000,total,total,,N - Other business services
05112,Duisburg,2017,15298.0000,total,total,,"Total - all sectors (B-N, P-S)"
05112,Duisburg,2017,63.0000,total,total,,E - Water supply
05112,Duisburg,2017,3241.0000,total,total,,"G - Trade, vehicle maintenance"
05112,Duisburg,2017,1399.0000,total,total,,I - Accommodation and food services
05112,Duisburg,2017,1710.0000,total,total,,F - Construction
05112,Duisburg,2017,753.0000,total,total,,C - Manufacturing
05112,Duisburg,2017,496.0000,total,total,,"R - Arts, entertainment, recreation"
05112,Duisburg,2017,1004.0000,total,total,,S - Other services
05112,Duisburg,2017,634.0000,total,total,,L - Real estate
05112,Duisburg,2017,1150.0000,total,total,,Q - Health and social work
05112,Duisburg,2017,4.0000,total,total,,B - Mining and quarrying
05112,Duisburg,2017,1718.0000,total,total,,"M - Professional, scientific services"
05112,Duisburg,2017,332.0000,total,total,,P - Education
05112,Duisburg,2017,896.0000,total,total,,H - Transport and storage
05112,Duisburg,2017,41.0000,total,total,,D - Energy supply
05112,Duisburg,2018,45.0000,total,total,,D - Energy supply
05112,Duisburg,2018,739.0000,total,total,,C - Manufacturing
05112,Duisburg,2018,4.0000,total,total,,B - Mining and quarrying
05112,Duisburg,2018,15201.0000,total,total,,"Total - all sectors (B-N, P-S)"
05112,Duisburg,2018,1003.0000,total,total,,S - Other services
05112,Duisburg,2018,1392.0000,total,total,,I - Accommodation and food services
05112,Duisburg,2018,459.0000,total,total,,J - Information and communication
05112,Duisburg,2018,3141.0000,total,total,,"G - Trade, vehicle maintenance"
05112,Duisburg,2018,1159.0000,total,total,,N - Other business services
05112,Duisburg,2018,245.0000,total,total,,K - Financial and insurance services
05112,Duisburg,2018,1757.0000,total,total,,F - Construction
05112,Duisburg,2018,637.0000,total,total,,L - Real estate
05112,Duisburg,2018,1132.0000,total,total,,Q - Health and social work
05112,Duisburg,2018,891.0000,total,total,,H - Transport and storage
05112,Duisburg,2018,487.0000,total,total,,"R - Arts, entertainment, recreation"
05112,Duisburg,2018,331.0000,total,total,,P - Education
05112,Duisburg,2018,1719.0000,total,total,,"M - Professional, scientific services"
05112,Duisburg,2018,60.0000,total,total,,E - Water supply
05112,Duisburg,2019,270.0000,total,total,,K - Financial and insurance services
05112,Duisburg,2019,65.0000,total,total,,E - Water supply
05112,Duisburg,2019,736.0000,total,total,,L - Real estate
05112,Duisburg,2019,1179.0000,total,total,,Q - Health and social work
05112,Duisburg,2019,3176.0000,total,total,,"G - Trade, vehicle maintenance"
05112,Duisburg,2019,1739.0000,total,total,,F - Construction
05112,Duisburg,2019,699.0000,total,total,,C - Manufacturing
05112,Duisburg,2019,49.0000,total,total,,D - Energy supply
05112,Duisburg,2019,1715.0000,total,total,,"M - Professional, scientific services"
05112,Duisburg,2019,1054.0000,total,total,,S - Other services
05112,Duisburg,2019,456.0000,total,total,,J - Information and communication
05112,Duisburg,2019,4.0000,total,total,,B - Mining and quarrying
05112,Duisburg,2019,333.0000,total,total,,P - Education
05112,Duisburg,2019,1185.0000,total,total,,N - Other business services
05112,Duisburg,2019,902.0000,total,total,,H - Transport and storage
05112,Duisburg,2019,503.0000,total,total,,"R - Arts, entertainment, recreation"
05112,Duisburg,2019,1418.0000,total,total,,I - Accommodation and food services
05112,Duisburg,2019,15483.0000,total,total,,"Total - all sectors (B-N, P-S)"
05112,Duisburg,2020,1137.0000,total,total,,N - Other business services
05112,Duisburg,2020,316.0000,total,total,,P - Education
05112,Duisburg,2020,4.0000,total,total,,B - Mining and quarrying
05112,Duisburg,2020,961.0000,total,total,,S - Other services
05112,Duisburg,2020,63.0000,total,total,,E - Water supply
05112,Duisburg,2020,1697.0000,total,total,,F - Construction
05112,Duisburg,2020,882.0000,total,total,,H - Transport and storage
05112,Duisburg,2020,1314.0000,total,total,,I - Accommodation and food services
05112,Duisburg,2020,881.0000,total,total,,L - Real estate
05112,Duisburg,2020,416.0000,total,total,,J - Information and communication
05112,Duisburg,2020,47.0000,total,total,,D - Energy supply
05112,Duisburg,2020,442.0000,total,total,,"R - Arts, entertainment, recreation"
05112,Duisburg,2020,1608.0000,total,total,,"M - Professional, scientific services"
05112,Duisburg,2020,14829.0000,total,total,,"Total - all sectors (B-N, P-S)"
05112,Duisburg,2020,656.0000,total,total,,C - Manufacturing
05112,Duisburg,2020,1159.0000,total,total,,Q - Health and social work
05112,Duisburg,2020,263.0000,total,total,,K - Financial and insurance services
05112,Duisburg,2020,2983.0000,total,total,,"G - Trade, vehicle maintenance"
05112,Duisburg,2021,5.0000,total,total,,B - Mining and quarrying
05112,Duisburg,2021,1220.0000,total,total,,Q - Health and social work
05112,Duisburg,2021,888.0000,total,total,,L - Real estate
05112,Duisburg,2021,1760.0000,total,total,,F - Construction
05112,Duisburg,2021,2966.0000,total,total,,"G - Trade, vehicle maintenance"
05112,Duisburg,2021,1581.0000,total,total,,"M - Professional, scientific services"
05112,Duisburg,2021,945.0000,total,total,,S - Other services
05112,Duisburg,2021,62.0000,total,total,,E - Water supply
05112,Duisburg,2021,888.0000,total,total,,H - Transport and storage
05112,Duisburg,2021,267.0000,total,total,,K - Financial and insurance services
05112,Duisburg,2021,421.0000,total,total,,"R - Arts, entertainment, recreation"
05112,Duisburg,2021,1283.0000,total,total,,I - Accommodation and food services
05112,Duisburg,2021,318.0000,total,total,,P - Education
05112,Duisburg,2021,1155.0000,total,total,,N - Other business services
05112,Duisburg,2021,49.0000,total,total,,D - Energy supply
05112,Duisburg,2021,623.0000,total,total,,C - Manufacturing
05112,Duisburg,2021,425.0000,total,total,,J - Information and communication
05112,Duisburg,2021,14856.0000,total,total,,"Total - all sectors (B-N, P-S)"
05112,Duisburg,2022,449.0000,total,total,,"R - Arts, entertainment, recreation"
05112,Duisburg,2022,1787.0000,total,total,,F - Construction
05112,Duisburg,2022,64.0000,total,total,,E - Water supply
05112,Duisburg,2022,1252.0000,total,total,,Q - Health and social work
05112,Duisburg,2022,621.0000,total,total,,C - Manufacturing
05112,Duisburg,2022,856.0000,total,total,,L - Real estate
05112,Duisburg,2022,998.0000,total,total,,S - Other services
05112,Duisburg,2022,344.0000,total,total,,P - Education
05112,Duisburg,2022,1323.0000,total,total,,I - Accommodation and food services
05112,Duisburg,2022,435.0000,total,total,,J - Information and communication
05112,Duisburg,2022,42.0000,total,total,,D - Energy supply
05112,Duisburg,2022,15117.0000,total,total,,"Total - all sectors (B-N, P-S)"
05112,Duisburg,2022,1199.0000,total,total,,N - Other business services
05112,Duisburg,2022,1598.0000,total,total,,"M - Professional, scientific services"
05112,Duisburg,2022,912.0000,total,total,,H - Transport and storage
05112,Duisburg,2022,2959.0000,total,total,,"G - Trade, vehicle maintenance"
05112,Duisburg,2022,273.0000,total,total,,K - Financial and insurance services
05112,Duisburg,2022,5.0000,total,total,,B - Mining and quarrying
05112,Duisburg,2023,1252.0000,total,total,,Q - Health and social work
05112,Duisburg,2023,6.0000,total,total,,B - Mining and quarrying
05112,Duisburg,2023,919.0000,total,total,,H - Transport and storage
05112,Duisburg,2023,1021.0000,total,total,,S - Other services
05112,Duisburg,2023,1804.0000,total,total,,F - Construction
05112,Duisburg,2023,2951.0000,total,total,,"G - Trade, vehicle maintenance"
05112,Duisburg,2023,1621.0000,total,total,,"M - Professional, scientific services"
05112,Duisburg,2023,46.0000,total,total,,D - Energy supply
05112,Duisburg,2023,846.0000,total,total,,L - Real estate
05112,Duisburg,2023,346.0000,total,total,,P - Education
05112,Duisburg,2023,63.0000,total,total,,E - Water supply
05112,Duisburg,2023,272.0000,total,total,,K - Financial and insurance services
05112,Duisburg,2023,430.0000,total,total,,J - Information and communication
05112,Duisburg,2023,1365.0000,total,total,,I - Accommodation and food services
05112,Duisburg,2023,590.0000,total,total,,C - Manufacturing
05112,Duisburg,2023,15199.0000,total,total,,"Total - all sectors (B-N, P-S)"
05112,Duisburg,2023,458.0000,total,total,,"R - Arts, entertainment, recreation"
05112,Duisburg,2023,1209.0000,total,total,,N - Other business services
05113,Essen,2006,32.0000,total,total,,D - Energy supply
05113,Essen,2006,3822.0000,total,total,,"M - Professional, scientific services"
05113,Essen,2006,659.0000,total,total,,"R - Arts, entertainment, recreation"
05113,Essen,2006,1555.0000,total,total,,Q - Health and social work
05113,Essen,2006,7.0000,total,total,,B - Mining and quarrying
05113,Essen,2006,24233.0000,total,total,,"Total - all sectors (B-N, P-S)"
05113,Essen,2006,1248.0000,total,total,,C - Manufacturing
05113,Essen,2006,1995.0000,total,total,,I - Accommodation and food services
05113,Essen,2006,5177.0000,total,total,,"G - Trade, vehicle maintenance"
05113,Essen,2006,513.0000,total,total,,P - Education
05113,Essen,2006,73.0000,total,total,,E - Water supply
05113,Essen,2006,926.0000,total,total,,H - Transport and storage
05113,Essen,2006,984.0000,total,total,,J - Information and communication
05113,Essen,2006,1513.0000,total,total,,S - Other services
05113,Essen,2006,2136.0000,total,total,,F - Construction
05113,Essen,2006,403.0000,total,total,,K - Financial and insurance services
05113,Essen,2006,1343.0000,total,total,,N - Other business services
05113,Essen,2006,1847.0000,total,total,,L - Real estate
05113,Essen,2007,909.0000,total,total,,H - Transport and storage
05113,Essen,2007,1470.0000,total,total,,S - Other services
05113,Essen,2007,1923.0000,total,total,,I - Accommodation and food services
05113,Essen,2007,1237.0000,total,total,,C - Manufacturing
05113,Essen,2007,1557.0000,total,total,,Q - Health and social work
05113,Essen,2007,1380.0000,total,total,,N - Other business services
05113,Essen,2007,71.0000,total,total,,E - Water supply
05113,Essen,2007,661.0000,total,total,,"R - Arts, entertainment, recreation"
05113,Essen,2007,24430.0000,total,total,,"Total - all sectors (B-N, P-S)"
05113,Essen,2007,3964.0000,total,total,,"M - Professional, scientific services"
05113,Essen,2007,2131.0000,total,total,,F - Construction
05113,Essen,2007,1887.0000,total,total,,L - Real estate
05113,Essen,2007,34.0000,total,total,,D - Energy supply
05113,Essen,2007,479.0000,total,total,,P - Education
05113,Essen,2007,1091.0000,total,total,,J - Information and communication
05113,Essen,2007,5179.0000,total,total,,"G - Trade, vehicle maintenance"
05113,Essen,2007,450.0000,total,total,,K - Financial and insurance services
05113,Essen,2007,7.0000,total,total,,B - Mining and quarrying
05113,Essen,2008,75.0000,total,total,,E - Water supply
05113,Essen,2008,1472.0000,total,total,,S - Other services
05113,Essen,2008,24518.0000,total,total,,"Total - all sectors (B-N, P-S)"
05113,Essen,2008,672.0000,total,total,,"R - Arts, entertainment, recreation"
05113,Essen,2008,6.0000,total,total,,B - Mining and quarrying
05113,Essen,2008,1216.0000,total,total,,C - Manufacturing
05113,Essen,2008,1584.0000,total,total,,Q - Health and social work
05113,Essen,2008,1903.0000,total,total,,I - Accommodation and food services
05113,Essen,2008,38.0000,total,total,,D - Energy supply
05113,Essen,2008,492.0000,total,total,,P - Education
05113,Essen,2008,1432.0000,total,total,,N - Other business services
05113,Essen,2008,2091.0000,total,total,,F - Construction
05113,Essen,2008,5202.0000,total,total,,"G - Trade, vehicle maintenance"
05113,Essen,2008,4037.0000,total,total,,"M - Professional, scientific services"
05113,Essen,2008,894.0000,total,total,,H - Transport and storage
05113,Essen,2008,1881.0000,total,total,,L - Real estate
05113,Essen,2008,448.0000,total,total,,K - Financial and insurance services
05113,Essen,2008,1075.0000,total,total,,J - Information and communication
05113,Essen,2009,818.0000,total,total,,H - Transport and storage
05113,Essen,2009,477.0000,total,total,,P - Education
05113,Essen,2009,1891.0000,total,total,,L - Real estate
05113,Essen,2009,1532.0000,total,total,,N - Other business services
05113,Essen,2009,460.0000,total,total,,K - Financial and insurance services
05113,Essen,2009,2094.0000,total,total,,F - Construction
05113,Essen,2009,10.0000,total,total,,B - Mining and quarrying
05113,Essen,2009,3898.0000,total,total,,"M - Professional, scientific services"
05113,Essen,2009,4914.0000,total,total,,"G - Trade, vehicle maintenance"
05113,Essen,2009,1218.0000,total,total,,C - Manufacturing
05113,Essen,2009,1494.0000,total,total,,S - Other services
05113,Essen,2009,64.0000,total,total,,E - Water supply
05113,Essen,2009,1779.0000,total,total,,I - Accommodation and food services
05113,Essen,2009,646.0000,total,total,,"R - Arts, entertainment, recreation"
05113,Essen,2009,46.0000,total,total,,D - Energy supply
05113,Essen,2009,1584.0000,total,total,,Q - Health and social work
05113,Essen,2009,23962.0000,total,total,,"Total - all sectors (B-N, P-S)"
05113,Essen,2009,1037.0000,total,total,,J - Information and communication
05113,Essen,2010,1776.0000,total,total,,I - Accommodation and food services
05113,Essen,2010,466.0000,total,total,,K - Financial and insurance services
05113,Essen,2010,1172.0000,total,total,,C - Manufacturing
05113,Essen,2010,42.0000,total,total,,D - Energy supply
05113,Essen,2010,1478.0000,total,total,,S - Other services
05113,Essen,2010,1851.0000,total,total,,L - Real estate
05113,Essen,2010,23819.0000,total,total,,"Total - all sectors (B-N, P-S)"
05113,Essen,2010,1006.0000,total,total,,J - Information and communication
05113,Essen,2010,2035.0000,total,total,,F - Construction
05113,Essen,2010,1575.0000,total,total,,Q - Health and social work
05113,Essen,2010,1592.0000,total,total,,N - Other business services
05113,Essen,2010,654.0000,total,total,,"R - Arts, entertainment, recreation"
05113,Essen,2010,467.0000,total,total,,P - Education
05113,Essen,2010,4904.0000,total,total,,"G - Trade, vehicle maintenance"
05113,Essen,2010,3917.0000,total,total,,"M - Professional, scientific services"
05113,Essen,2010,4.0000,total,total,,B - Mining and quarrying
05113,Essen,2010,58.0000,total,total,,E - Water supply
05113,Essen,2010,822.0000,total,total,,H - Transport and storage
05113,Essen,2011,687.0000,total,total,,"R - Arts, entertainment, recreation"
05113,Essen,2011,53.0000,total,total,,D - Energy supply
05113,Essen,2011,1675.0000,total,total,,N - Other business services
05113,Essen,2011,1909.0000,total,total,,L - Real estate
05113,Essen,2011,1474.0000,total,total,,S - Other services
05113,Essen,2011,807.0000,total,total,,H - Transport and storage
05113,Essen,2011,4818.0000,total,total,,"G - Trade, vehicle maintenance"
05113,Essen,2011,1163.0000,total,total,,C - Manufacturing
05113,Essen,2011,1738.0000,total,total,,I - Accommodation and food services
05113,Essen,2011,496.0000,total,total,,K - Financial and insurance services
05113,Essen,2011,466.0000,total,total,,P - Education
05113,Essen,2011,59.0000,total,total,,E - Water supply
05113,Essen,2011,4005.0000,total,total,,"M - Professional, scientific services"
05113,Essen,2011,6.0000,total,total,,B - Mining and quarrying
05113,Essen,2011,23988.0000,total,total,,"Total - all sectors (B-N, P-S)"
05113,Essen,2011,1590.0000,total,total,,Q - Health and social work
05113,Essen,2011,1010.0000,total,total,,J - Information and communication
05113,Essen,2011,2032.0000,total,total,,F - Construction
05113,Essen,2012,491.0000,total,total,,P - Education
05113,Essen,2012,790.0000,total,total,,H - Transport and storage
05113,Essen,2012,4051.0000,total,total,,"M - Professional, scientific services"
05113,Essen,2012,680.0000,total,total,,"R - Arts, entertainment, recreation"
