year,region_name,region_code,indicator_name,value,notes,extracted_at,data_quality_flag,sector
2012,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,2181.0000,,2025-12-17 11:57:39.747867,V,Unknown
2012,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,5824.0000,,2025-12-17 11:57:39.747867,V,Unknown
2012,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,1066.0000,,2025-12-17 11:57:39.747867,V,Unknown
2012,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,22593.0000,,2025-12-17 11:57:39.747867,V,Unknown
2012,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,37087.0000,,2025-12-17 11:57:39.747867,V,Unknown
2012,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,159871.0000,,2025-12-17 11:57:39.747867,V,Unknown
2012,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,111.0000,,2025-12-17 11:59:38.078398,V,Unknown
2012,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,48168.0000,,2025-12-17 11:59:38.078398,V,Unknown
2012,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,40678.0000,,2025-12-17 11:59:38.078398,V,Unknown
2012,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,37836.0000,,2025-12-17 11:59:38.078398,V,Unknown
2012,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,7490.0000,,2025-12-17 11:59:38.078398,V,Unknown
2012,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,111590.0000,,2025-12-17 11:59:38.078398,V,Unknown
2012,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,37239.0000,,2025-12-17 11:59:38.078398,V,Unknown
2012,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,2181.0000,,2025-12-17 11:59:38.078398,V,Unknown
2012,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,5824.0000,,2025-12-17 11:59:38.078398,V,Unknown
2012,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,1066.0000,,2025-12-17 11:59:38.078398,V,Unknown
2012,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,22593.0000,,2025-12-17 11:59:38.078398,V,Unknown
2012,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,37087.0000,,2025-12-17 11:59:38.078398,V,Unknown
2012,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,5600.0000,,2025-12-17 11:59:38.078398,V,Unknown
2012,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,159871.0000,,2025-12-17 11:59:38.078398,V,Unknown
2013,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,161392.0000,,2025-12-17 11:59:53.285098,V,Unknown
2013,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,161392.0000,,2025-12-17 00:23:24.914622,V,Unknown
2013,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,131.0000,,2025-12-17 11:59:53.285098,V,Unknown
2013,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,48347.0000,,2025-12-17 11:59:53.285098,V,Unknown
2013,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,40602.0000,,2025-12-17 11:59:53.285098,V,Unknown
2013,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,37776.0000,,2025-12-17 11:59:53.285098,V,Unknown
2013,Duisburg,05112,Sozialversicherungspflichtig Beschäftigte insgesamt,7745.0000,,2025-12-17 11:59:53.285098,V,Unknown
